file_path label feature_1 feature_2 feature_3 feature_4 
train_arrows/Clip_2321_Left.jpg 1 45376 0.635597 0.389828 0.389828 
train_arrows/Clip_134_None.jpg 0 186818 0.528654 0.823121 0.823121 
train_arrows/Clip_842_Right.jpg 2 147545 0.676065 0.612316 0.612316 
train_arrows/Clip_178161_None.jpg 0 1580 0.563543 0.861975 0.861975 
train_arrows/Clip_2281_Left.jpg 1 115405 0.63777 0.390037 0.390037 
train_arrows/Clip_1362_Left.jpg 1 6719 0.763207 0.589541 0.589541 
train_arrows/Clip_214160_None.jpg 0 4161 0.738811 0.710189 0.710189 
train_arrows/Clip_181162_None.jpg 0 984 0.995596 0.0724062 0.0724062 
train_arrows/Clip_275168_None.jpg 0 7026 0.994104 0.568539 0.568539 
train_arrows/Clip_922_Right.jpg 2 1.3723e+06 0.741638 0.649142 0.649142 
train_arrows/Clip_621_Left.jpg 1 134508 0.752195 0.556292 0.556292 
train_arrows/Clip_146162_None.jpg 0 20654 0.969273 0.578219 0.578219 
train_arrows/Clip_216162_None.jpg 0 5217 0.773879 0.541295 0.541295 
train_arrows/Clip_932_Left.jpg 1 85961 0.761788 0.617536 0.617536 
train_arrows/Clip_168161_None.jpg 0 3149 0.673562 0.490728 0.490728 
train_arrows/Clip_133_None.jpg 0 164635 0.619564 0.669357 0.669357 
train_arrows/Clip_229161_None.jpg 0 1780 0.726184 0.586298 0.586298 
train_arrows/Clip_322_None.jpg 0 95282 0.71738 0.76099 0.76099 
train_arrows/Clip_194168_None.jpg 0 604 0.498888 0.226727 0.226727 
train_arrows/Clip_274160_None.jpg 0 46784 0.89379 0.945743 0.945743 
train_arrows/Clip_273166_None.jpg 0 2869 0.34284 0.679697 0.679697 
train_arrows/Clip_42_Left.jpg 1 10610 0.603162 0.465045 0.465045 
train_arrows/Clip_177165_None.jpg 0 1210 0.967563 0.125389 0.125389 
train_arrows/Clip_534_None.jpg 0 570234 0.566571 0.464156 0.464156 
train_arrows/Clip_268160_None.jpg 0 3509 0.324324 0.650297 0.650297 
train_arrows/Clip_229164_None.jpg 0 1532 0.399653 0.666087 0.666087 
train_arrows/Clip_228160_None.jpg 0 1706 0.937559 0.533792 0.533792 
train_arrows/Clip_194167_None.jpg 0 639 0.359011 0.276623 0.276623 
train_arrows/Clip_228162_None.jpg 0 5404 0.768921 0.529337 0.529337 
train_arrows/Clip_277164_None.jpg 0 1658 0.814157 0.681743 0.681743 
train_arrows/Clip_1363_Left.jpg 1 10172 0.578349 0.524222 0.524222 
train_arrows/Clip_392_Right.jpg 2 1.01502e+06 0.806738 0.612466 0.612466 
train_arrows/Clip_2481_Left.jpg 1 36198 0.641119 0.394443 0.394443 
train_arrows/Clip_146161_None.jpg 0 1837 0.532939 0.770231 0.770231 
train_arrows/Clip_1541_Right.jpg 2 24436 0.636316 0.397488 0.397488 
train_arrows/Clip_592_Left.jpg 1 348665 0.525809 0.591905 0.591905 
train_arrows/Clip_2926_Right.jpg 2 8044 0.769299 0.582139 0.582139 
train_arrows/Clip_266163_None.jpg 0 10765 0.960099 0.677939 0.677939 
train_arrows/Clip_192_Right.jpg 2 186183 0.804903 0.588468 0.588468 
train_arrows/Clip_162_None.jpg 0 1.42525e+06 0.937031 0.695044 0.695044 
train_arrows/Clip_175162_None.jpg 0 2438 0.668636 0.446847 0.446847 
train_arrows/Clip_216164_Left.jpg 1 2408 0.737818 0.540516 0.540516 
train_arrows/Clip_285161_None.jpg 0 1493 0.638971 0.674345 0.674345 
train_arrows/Clip_234163_None.jpg 0 8188 0.815948 0.846305 0.846305 
train_arrows/Clip_2922_Right.jpg 2 10712 0.565133 0.500257 0.500257 
train_arrows/Clip_1193_Right.jpg 2 1.35158e+06 0.766921 0.654348 0.654348 
train_arrows/Clip_951_None.jpg 0 179803 0.540541 0.363616 0.363616 
train_arrows/Clip_184160_None.jpg 0 4350 0.999465 0.632267 0.632267 
train_arrows/Clip_143164_None.jpg 0 1855 0.834492 0.337273 0.337273 
train_arrows/Clip_223161_Right.jpg 2 11592 0.322215 0.529605 0.529605 
train_arrows/Clip_194164_None.jpg 0 14677 0.617378 0.809989 0.809989 
train_arrows/Clip_236163_None.jpg 0 9697 0.657534 0.585002 0.585002 
train_arrows/Clip_671_None.jpg 0 167499 0.651315 0.403476 0.403476 
train_arrows/Clip_1142_Left.jpg 1 85961 0.761788 0.617536 0.617536 
train_arrows/Clip_167160_None.jpg 0 11958 0.97392 0.72848 0.72848 
train_arrows/Clip_166162_Right.jpg 2 11886 0.481323 0.506391 0.506391 
train_arrows/Clip_237162_Left.jpg 1 6336 0.695269 0.518494 0.518494 
train_arrows/Clip_227164_None.jpg 0 2523 0.706896 0.480938 0.480938 
train_arrows/Clip_302_None.jpg 0 98180 0.992508 0.671013 0.671013 
train_arrows/Clip_149162_None.jpg 0 5285 0.442939 0.404052 0.404052 
train_arrows/Clip_276162_None.jpg 0 11029 0.901826 0.934028 0.934028 
train_arrows/Clip_217164_None.jpg 0 1802 0.99164 0.794533 0.794533 
train_arrows/Clip_140165_None.jpg 0 2170 0.726184 0.725753 0.725753 
train_arrows/Clip_207161_None.jpg 0 43981 0.962307 0.63323 0.63323 
train_arrows/Clip_258162_None.jpg 0 4206 0.834319 0.295781 0.295781 
train_arrows/Clip_1162_None.jpg 0 140428 0.137684 0.797986 0.797986 
train_arrows/Clip_1382_Left.jpg 1 24858 0.752379 0.582537 0.582537 
train_arrows/Clip_174_None.jpg 0 570234 0.566571 0.464156 0.464156 
train_arrows/Clip_213161_None.jpg 0 19995 0.946728 0.484187 0.484187 
train_arrows/Clip_52_None.jpg 0 228365 0.457326 0.870728 0.870728 
train_arrows/Clip_31_None.jpg 0 631405 0.866025 0.626271 0.626271 
train_arrows/Clip_72_None.jpg 0 17859 0.876929 0.549508 0.549508 
train_arrows/Clip_252164_None.jpg 0 1362 0.634738 0.579574 0.579574 
train_arrows/Clip_196162_None.jpg 0 1545 0.474974 0.560595 0.560595 
train_arrows/Clip_252_Left.jpg 1 348665 0.525809 0.591905 0.591905 
train_arrows/Clip_175164_None.jpg 0 1455 0.466321 0.498971 0.498971 
train_arrows/Clip_962_None.jpg 0 167197 0.456193 0.41475 0.41475 
train_arrows/Clip_240161_None.jpg 0 1950 0.522007 0.472155 0.472155 
train_arrows/Clip_1372_Left.jpg 1 6572 0.561339 0.561709 0.561709 
train_arrows/Clip_271161_Right.jpg 2 9975 0.783056 0.586937 0.586937 
train_arrows/Clip_172160_None.jpg 0 22926 0.230919 0.469439 0.469439 
train_arrows/Clip_181163_None.jpg 0 4065 0.767854 0.334568 0.334568 
train_arrows/Clip_227163_None.jpg 0 1944 0.939327 0.0469565 0.0469565 
train_arrows/Clip_232160_None.jpg 0 6569 0.99119 0.516187 0.516187 
train_arrows/Clip_201165_None.jpg 0 12466 0.686349 0.702666 0.702666 
train_arrows/Clip_51_None.jpg 0 448384 0.783104 0.493589 0.493589 
train_arrows/Clip_1123_Left.jpg 1 164073 0.0852027 0.536537 0.536537 
train_arrows/Clip_191162_None.jpg 0 1421 0.710494 0.662471 0.662471 
train_arrows/Clip_2928_Right.jpg 2 7340 0.643287 0.564615 0.564615 
train_arrows/Clip_161161_None.jpg 0 6472 0.866025 0.914124 0.914124 
train_arrows/Clip_132_Left.jpg 1 95616 0.739363 0.557983 0.557983 
train_arrows/Clip_2001_Right.jpg 2 45460 0.635597 0.39055 0.39055 
train_arrows/Clip_277162_None.jpg 0 2533 0.697093 0.30744 0.30744 
train_arrows/Clip_222161_None.jpg 0 18834 0.973666 0.535209 0.535209 
train_arrows/Clip_74_Left.jpg 1 7627 0.657307 0.509145 0.509145 
train_arrows/Clip_194163_None.jpg 0 2205 0.929659 0.435771 0.435771 
train_arrows/Clip_172162_None.jpg 0 1941 0.353369 0.058997 0.058997 
train_arrows/Clip_177164_None.jpg 0 18293 0.874771 0.987476 0.987476 
train_arrows/Clip_02_Left.jpg 1 5979 0.709289 0.552384 0.552384 
train_arrows/Clip_338_None.jpg 0 149730 0.65551 0.846995 0.846995 
train_arrows/Clip_236162_None.jpg 0 1898 0.927025 0.509667 0.509667 
train_arrows/Clip_231162_None.jpg 0 1847 0.269634 0.622305 0.622305 
train_arrows/Clip_220162_None.jpg 0 2105 0.699854 0.532642 0.532642 
train_arrows/Clip_237166_None.jpg 0 4191 0.440079 0.470899 0.470899 
train_arrows/Clip_171160_None.jpg 0 2944 0.979796 0.71491 0.71491 
train_arrows/Clip_303_None.jpg 0 131545 0.897898 0.481081 0.481081 
train_arrows/Clip_277160_None.jpg 0 12403 0.818153 0.823244 0.823244 
train_arrows/Clip_246161_None.jpg 0 2062 0.886142 0.629426 0.629426 
train_arrows/Clip_213162_None.jpg 0 5590 0.948607 0.631211 0.631211 
train_arrows/Clip_285160_None.jpg 0 19347 0.583985 0.808145 0.808145 
train_arrows/Clip_1161_None.jpg 0 228032 0.811969 0.471911 0.471911 
train_arrows/Clip_142160_None.jpg 0 6629 0.854482 0.518215 0.518215 
train_arrows/Clip_771_Left.jpg 1 126849 0.569531 0.549977 0.549977 
train_arrows/Clip_512_None.jpg 0 522461 0.607616 0.525388 0.525388 
train_arrows/Clip_177163_None.jpg 0 3586 0.824942 0.727531 0.727531 
train_arrows/Clip_220163_None.jpg 0 1416 0.285652 0.523669 0.523669 
train_arrows/Clip_233_Left.jpg 1 164073 0.0852027 0.536537 0.536537 
train_arrows/Clip_112_Left.jpg 1 10751 0.565133 0.502078 0.502078 
train_arrows/Clip_194161_None.jpg 0 8208 0.841318 0.671796 0.671796 
train_arrows/Clip_207163_None.jpg 0 1375 0.474974 0.586104 0.586104 
train_arrows/Clip_62_Left.jpg 1 7208 0.793404 0.598671 0.598671 
train_arrows/Clip_733_Right.jpg 2 1.35212e+06 0.762829 0.64845 0.64845 
train_arrows/Clip_179161_None.jpg 0 2170 0.826797 0.878542 0.878542 
train_arrows/Clip_153161_None.jpg 0 1238 0.493818 0.592061 0.592061 
train_arrows/Clip_160163_None.jpg 0 1571 0.609087 0.557092 0.557092 
train_arrows/Clip_146164_None.jpg 0 3337 0.416598 0.803322 0.803322 
train_arrows/Clip_163163_None.jpg 0 2369 0.260339 0.692285 0.692285 
train_arrows/Clip_1691_Right.jpg 2 15133 0.634738 0.396318 0.396318 
train_arrows/Clip_793_None.jpg 0 223508 0.974468 0.738235 0.738235 
train_arrows/Clip_140162_None.jpg 0 5622 0 0.986316 0.986316 
train_arrows/Clip_260161_None.jpg 0 10973 0.678132 0.523621 0.523621 
train_arrows/Clip_157162_None.jpg 0 2918 0.66945 0.764675 0.764675 
train_arrows/Clip_178165_None.jpg 0 3336 0.780625 0.782364 0.782364 
train_arrows/Clip_142_Left.jpg 1 24129 0.66818 0.511338 0.511338 
train_arrows/Clip_1083_None.jpg 0 141793 0.811311 0.566947 0.566947 
train_arrows/Clip_248161_None.jpg 0 28058 0.526147 0.505076 0.505076 
train_arrows/Clip_1741_Left.jpg 1 13161 0.641659 0.397373 0.397373 
train_arrows/Clip_285165_None.jpg 0 962 0.6 0.523965 0.523965 
train_arrows/Clip_613_None.jpg 0 99408 0.664029 0.683611 0.683611 
train_arrows/Clip_242162_None.jpg 0 1325 0.851102 0.342909 0.342909 
train_arrows/Clip_280164_None.jpg 0 5796 0.80869 0.913619 0.913619 
train_arrows/Clip_143_None.jpg 0 13558 0.220846 0.483593 0.483593 
train_arrows/Clip_217162_None.jpg 0 1950 0.953344 0.536009 0.536009 
train_arrows/Clip_1641_Left.jpg 1 24400 0.642891 0.3955 0.3955 
train_arrows/Clip_199162_None.jpg 0 1461 0.570311 0.545353 0.545353 
train_arrows/Clip_274161_None.jpg 0 41486 0.502355 0.672633 0.672633 
train_arrows/Clip_187161_None.jpg 0 9249 0.939662 0.511249 0.511249 
train_arrows/Clip_143167_None.jpg 0 1221 0.304911 0.67608 0.67608 
train_arrows/Clip_225166_None.jpg 0 14561 0.902829 0.828554 0.828554 
train_arrows/Clip_1561_Right.jpg 2 115690 0.63777 0.391 0.391 
train_arrows/Clip_855_None.jpg 0 144465 0.728088 0.848217 0.848217 
train_arrows/Clip_257162_None.jpg 0 3419 0.690425 0.516153 0.516153 
train_arrows/Clip_954_None.jpg 0 512082 0.953352 0.862672 0.862672 
train_arrows/Clip_273162_None.jpg 0 3435 0.333197 0.701593 0.701593 
train_arrows/Clip_230161_None.jpg 0 12468 0.470588 0.47378 0.47378 
train_arrows/Clip_222163_None.jpg 0 3345 0.333197 0.703174 0.703174 
train_arrows/Clip_1064_None.jpg 0 153924 0.489184 0.6174 0.6174 
train_arrows/Clip_154161_None.jpg 0 1741 0.642045 0.594604 0.594604 
train_arrows/Clip_371_None.jpg 0 171197 0.886206 0.588128 0.588128 
train_arrows/Clip_190162_None.jpg 0 1522 0.714143 0.557918 0.557918 
train_arrows/Clip_280167_None.jpg 0 2176 0.773879 0.762973 0.762973 
train_arrows/Clip_1202_Right.jpg 2 180622 0.706138 0.599802 0.599802 
train_arrows/Clip_502_Left.jpg 1 203349 0.708827 0.576397 0.576397 
train_arrows/Clip_262162_None.jpg 0 7272 0.251944 0.450893 0.450893 
train_arrows/Clip_1181_Right.jpg 2 101223 0.663773 0.573768 0.573768 
train_arrows/Clip_285164_None.jpg 0 1554 0.945236 0.0560121 0.0560121 
train_arrows/Clip_2924_Right.jpg 2 10618 0.603162 0.465396 0.465396 
train_arrows/Clip_2861_Right.jpg 2 20482 0.641119 0.395405 0.395405 
train_arrows/Clip_207162_None.jpg 0 1868 0.670471 0.560624 0.560624 
train_arrows/Clip_102_None.jpg 0 95282 0.71738 0.76099 0.76099 
train_arrows/Clip_1182_None.jpg 0 492493 0.880955 0.548959 0.548959 
train_arrows/Clip_240163_None.jpg 0 4006 0.948148 0.186352 0.186352 
train_arrows/Clip_215162_None.jpg 0 1543 0.264864 0.483396 0.483396 
train_arrows/Clip_214162_None.jpg 0 3912 0.237332 0.556393 0.556393 
train_arrows/Clip_182165_None.jpg 0 12395 0.914741 0.759591 0.759591 
train_arrows/Clip_961_Right.jpg 2 491381 0.695212 0.525654 0.525654 
train_arrows/Clip_333_None.jpg 0 57554 0.80078 0.548264 0.548264 
train_arrows/Clip_211_None.jpg 0 124492 0.577536 0.0344407 0.0344407 
train_arrows/Clip_231163_None.jpg 0 1464 0.710494 0.67033 0.67033 
train_arrows/Clip_2930_Right.jpg 2 348654 0.525809 0.591886 0.591886 
train_arrows/Clip_160160_None.jpg 0 5024 0.488208 0.46185 0.46185 
train_arrows/Clip_273167_None.jpg 0 1737 0.928195 0.587221 0.587221 
train_arrows/Clip_163161_None.jpg 0 5800 0.982361 0.499612 0.499612 
train_arrows/Clip_157160_None.jpg 0 6993 0.285652 0.767281 0.767281 
train_arrows/Clip_672_None.jpg 0 101711 0.938249 0.464714 0.464714 
train_arrows/Clip_256162_None.jpg 0 5620 0.857857 0.513242 0.513242 
train_arrows/Clip_184161_None.jpg 0 3170 0.971035 0.0636163 0.0636163 
train_arrows/Clip_152_Right.jpg 2 123113 0.636844 0.577914 0.577914 
train_arrows/Clip_266162_None.jpg 0 3323 0.988095 0.467633 0.467633 
train_arrows/Clip_204162.jpg 0 1770 0.661438 0.693574 0.693574 
train_arrows/Clip_273163_None.jpg 0 18801 0.952919 0.623706 0.623706 
train_arrows/Clip_155161_None.jpg 0 2542 0.955096 0.603514 0.603514 
train_arrows/Clip_266165_None.jpg 0 15887 0.868981 0.83563 0.83563 
train_arrows/Clip_262164_Left.jpg 1 4590 0.542586 0.517241 0.517241 
train_arrows/Clip_240164_None.jpg 0 2566 0.963789 0.642625 0.642625 
train_arrows/Clip_268162_None.jpg 0 1869 0.222205 0.288426 0.288426 
train_arrows/Clip_139163_Left.jpg 1 3758 0.8 0.609966 0.609966 
train_arrows/Clip_201162_None.jpg 0 8708 0.823327 0.679569 0.679569 
train_arrows/Clip_1031_None.jpg 0 128795 0.574226 0.0350158 0.0350158 
train_arrows/Clip_273164_None.jpg 0 1673 0 0.630845 0.630845 
train_arrows/Clip_287163_None.jpg 0 2538 0.994747 0.355462 0.355462 
train_arrows/Clip_243162_None.jpg 0 9133 0.703671 0.539138 0.539138 
train_arrows/Clip_196161_None.jpg 0 4646 0.850289 0.612121 0.612121 
train_arrows/Clip_293_None.jpg 0 231304 0.753558 0.678697 0.678697 
train_arrows/Clip_176161_None.jpg 0 23019 0.484123 0.557064 0.557064 
train_arrows/Clip_228164_Left.jpg 1 2429 0.737818 0.54523 0.54523 
train_arrows/Clip_222165_None.jpg 0 1812 0.9755 0.747525 0.747525 
train_arrows/Clip_158163_None.jpg 0 4680 0.515079 0.406957 0.406957 
train_arrows/Clip_632_Right.jpg 2 186183 0.804903 0.588468 0.588468 
train_arrows/Clip_279161_Right.jpg 2 1474 0.790158 0.575781 0.575781 
train_arrows/Clip_1491_Left.jpg 1 29252 0.640759 0.391908 0.391908 
train_arrows/Clip_178163_None.jpg 0 3783 0.813621 0.842914 0.842914 
